"graph","type","k","min_km1","avg_km1","avg_imbalance","avg_time"
"Chem97Zt.mtx.hgr","SPM",2,0,0,0.00017407001482823,0.078
"Chem97Zt.mtx.hgr","SPM",4,0,0,0.0004383702939655,0.1517
"Chem97Zt.mtx.hgr","SPM",8,0,0,0.004022692109335,0.2226
"Chem97Zt.mtx.hgr","SPM",16,1,2,0.006034038164002,0.2909
"Chem97Zt.mtx.hgr","SPM",32,9,12.4,0.007319587628865,0.3571
"Chem97Zt.mtx.hgr","SPM",64,40,43.6,0.007422680412368,0.4264
"Chem97Zt.mtx.hgr","SPM",128,105,108.9,0.006995884773665,0.4821
"circuit_3.mtx.hgr","SPM",2,1361,1852.7,0.02965039577835,0.0239
"circuit_3.mtx.hgr","SPM",4,2964,3150.5,0.02707783641162,0.0838
"circuit_3.mtx.hgr","SPM",8,4461,4585.9,0.0268469656992,0.1292
"circuit_3.mtx.hgr","SPM",16,5366,5514.9,0.02664907651713,0.1538
"circuit_3.mtx.hgr","SPM",32,5961,6071.9,0.02744063324536,0.1748
"circuit_3.mtx.hgr","SPM",64,6554,6657.6,0.01684210526314,0.1999
"circuit_3.mtx.hgr","SPM",128,7234,7306.1,0.01789473684208,0.2203
"ckt11752_dc_1.mtx.hgr","SPM",2,116,202.9,0.011243008329647,0.0825
"ckt11752_dc_1.mtx.hgr","SPM",4,786,845.5,0.015894093030741,0.15775
"ckt11752_dc_1.mtx.hgr","SPM",8,3691,3818.8,0.01707709641075,0.23315
"ckt11752_dc_1.mtx.hgr","SPM",16,5709,5967.9,0.01857096878018,0.3277
"ckt11752_dc_1.mtx.hgr","SPM",32,9577,9778,0.0190476190476,0.4424
"ckt11752_dc_1.mtx.hgr","SPM",64,13475,13627.6,0.0196911196911,0.5433
"ckt11752_dc_1.mtx.hgr","SPM",128,17625,17787.4,0.01593830334188,0.6862
"cnr-2000.mtx.hgr","SPM",2,60,91.2,0.0106211489196988,0.6426
"cnr-2000.mtx.hgr","SPM",4,372,498.3,0.008067330138828,1.235
"cnr-2000.mtx.hgr","SPM",8,1499,1696.2,0.00458287258877,1.8663
"cnr-2000.mtx.hgr","SPM",16,2565,2772.9,0.005710634951838,2.5225
"cnr-2000.mtx.hgr","SPM",32,24943,28888.6,0.008334971495975,3.2765
"cnr-2000.mtx.hgr","SPM",64,64110,77242.3,0.007705917043444,4.0737
"cnr-2000.mtx.hgr","SPM",128,89882,130200.7,0.008451257861639,4.8301
"conf5_4-8x8-05.mtx.hgr","SPM",2,0,0,0,0.3361
"conf5_4-8x8-05.mtx.hgr","SPM",4,12288,12288,0,0.6828
"conf5_4-8x8-05.mtx.hgr","SPM",8,24576,24576,0,0.9779
"conf5_4-8x8-05.mtx.hgr","SPM",16,42288,42515.4,0.00087890625,1.2916
"conf5_4-8x8-05.mtx.hgr","SPM",32,64176,64423.5,0.0041015625,1.5941
"conf5_4-8x8-05.mtx.hgr","SPM",64,87288,87783.3,0.0078125,1.8954
"conf5_4-8x8-05.mtx.hgr","SPM",128,110058,110620.2,0.00859375,2.1917
"copter1.mtx.hgr","SPM",2,945,978.7,0.0009638834049472,0.0693
"copter1.mtx.hgr","SPM",4,2109,2172.8,0.0005109150023218,0.1173
"copter1.mtx.hgr","SPM",8,4168,4206.9,0.0037157454714347,0.1651
"copter1.mtx.hgr","SPM",16,6602,6718.6,0.005756731662024,0.2223
"copter1.mtx.hgr","SPM",32,9448,9579.5,0.007792207792203,0.2892
"copter1.mtx.hgr","SPM",64,13933,14086.9,0.005925925925927,0.3601
"copter1.mtx.hgr","SPM",128,19773,19906.1,0.00740740740741,0.4326
"coupled.mtx.hgr","SPM",2,1817,1894.8,0.02578028566391,0.03985
"coupled.mtx.hgr","SPM",4,3032,3162.3,0.02133286318759,0.07165
"coupled.mtx.hgr","SPM",8,4201,4314.9,0.015514809590973,0.11125
"coupled.mtx.hgr","SPM",16,5621,5725.4,0.011142454160768,0.15005
"coupled.mtx.hgr","SPM",32,7487,7545,0.009295774647885,0.191
"coupled.mtx.hgr","SPM",64,9871,10003,0.007303370786523,0.22425
"coupled.mtx.hgr","SPM",128,12980,13085.3,0.01011235955058,0.2651
"crashbasis.mtx.hgr","SPM",2,1858,2007.2,0,0.2666
"crashbasis.mtx.hgr","SPM",4,3834,3993.2,7.49999999997e-06,0.491
"crashbasis.mtx.hgr","SPM",8,7396,7695.2,2.000000000004e-05,0.7251
"crashbasis.mtx.hgr","SPM",16,11610,12287.8,3e-05,0.9761
"crashbasis.mtx.hgr","SPM",32,19044,19535.2,9e-04,1.2523
"crashbasis.mtx.hgr","SPM",64,28134,28525.2,0.00092,1.544
"crashbasis.mtx.hgr","SPM",128,41416,42133.6,0.00304,1.863
"cryg10000.mtx.hgr","SPM",2,200,200.4,0,0.0115
"cryg10000.mtx.hgr","SPM",4,386,392.1,0,0.0206
"cryg10000.mtx.hgr","SPM",8,699,737.7,0.0012,0.0309
"cryg10000.mtx.hgr","SPM",16,1129,1147.3,0.00064,0.0445
"cryg10000.mtx.hgr","SPM",32,1656,1740.8,0.002555910543128,0.0612
"cryg10000.mtx.hgr","SPM",64,2572,2611.3,0,0.0802
"cryg10000.mtx.hgr","SPM",128,3735,3799.8,0,0.1032
"crystk02.mtx.hgr","SPM",2,798,839.4,0.012501790061561,0.2483
"crystk02.mtx.hgr","SPM",4,2484,2579.7,0.0073883161512,0.4796
"crystk02.mtx.hgr","SPM",8,4362,4604.1,0.011225658648344,0.6984
"crystk02.mtx.hgr","SPM",16,8178,8312.7,0.01408934707905,0.9211
"crystk02.mtx.hgr","SPM",32,13476,13625.3,0.01029748283754,1.1321
"crystk02.mtx.hgr","SPM",64,22002,22412.4,0.011415525114164,1.3329
"crystk02.mtx.hgr","SPM",128,34092,34635.1,0.007272727272728,1.4969
"dac2012_superblue11.hgr","DAC2012",2,1449,2373.9,0.015599029089524,1.964
"dac2012_superblue11.hgr","DAC2012",4,4428,5637.3,0.007149966194509,3.6219
"dac2012_superblue11.hgr","DAC2012",8,9922,10657.2,0.006203386414029,5.2344
"dac2012_superblue11.hgr","DAC2012",16,19573,20159.7,0.006729154068393,6.7836
"dac2012_superblue11.hgr","DAC2012",32,35214,37234.6,0.00764294833031,8.3041
"dac2012_superblue11.hgr","DAC2012",64,52952,54310.1,0.006967681247059,9.766
"dac2012_superblue11.hgr","DAC2012",128,75969,76685.6,0.006987368986832,11.1179
"dac2012_superblue12.hgr","DAC2012",2,4572,5306.8,0.00256871104671,4.3685
"dac2012_superblue12.hgr","DAC2012",4,9969,11509.1,0.006706544926512,8.3344
"dac2012_superblue12.hgr","DAC2012",8,18658,20252.5,0.008033834493349,12.1025
"dac2012_superblue12.hgr","DAC2012",16,27725,29246.9,0.008358308770714,15.7401
"dac2012_superblue12.hgr","DAC2012",32,43579,46472.4,0.007727936987589,19.4493
"dac2012_superblue12.hgr","DAC2012",64,70478,72503.5,0.008034873928765,22.6571
"dac2012_superblue12.hgr","DAC2012",128,107116,109426.5,0.007340994650286,25.7595
